api_data_id,Clean_Title,Title_Counts,Clean_Title_Prompt,is_original,Clean_Title_Char_Len,Content_Type_Prompt,content_type
api-5284-No-Series,for jojo  fr jojo,1,Is title 'for jojo  fr jojo' original Netflix content?,No,17,"Is Netflix title 'for jojo  fr jojo' a Series, Movie, or Documentary?",Series
api-5285-No-Series,four wives  one man,1,Is title 'four wives  one man' original Netflix content?,No,19,"Is Netflix title 'four wives  one man' a Series, Movie, or Documentary?",Series
api-5286-No-Movie,annabelle comes home,1,Is title 'annabelle comes home' original Netflix content?,No,20,"Is Netflix title 'annabelle comes home' a Series, Movie, or Documentary?",Movie
api-5287-No-Movie,paul blart mall cop,1,Is title 'paul blart mall cop' original Netflix content?,No,19,"Is Netflix title 'paul blart mall cop' a Series, Movie, or Documentary?",Movie
api-5288-No-Movie,these foolish things,1,Is title 'these foolish things' original Netflix content?,No,20,"Is Netflix title 'these foolish things' a Series, Movie, or Documentary?",Movie
api-5289-Yes-Series,brainchild,1,Is title 'brainchild' original Netflix content?,Yes,10,"Is Netflix title 'brainchild' a Series, Movie, or Documentary?",Series
api-5290-No-Movie,get him to the greek,1,Is title 'get him to the greek' original Netflix content?,No,20,"Is Netflix title 'get him to the greek' a Series, Movie, or Documentary?",Movie
api-5291-No-Series,khun pan,1,Is title 'khun pan' original Netflix content?,No,8,"Is Netflix title 'khun pan' a Series, Movie, or Documentary?",Series
api-5292-No-,ariyippudeclaration,1,Is title 'ariyippudeclaration' original Netflix content?,No,19,"Is Netflix title 'ariyippudeclaration' a Series, Movie, or Documentary?",
api-5293-No-Series,high society,1,Is title 'high society' original Netflix content?,No,12,"Is Netflix title 'high society' a Series, Movie, or Documentary?",Series
api-5294-No-Series,homunculus,1,Is title 'homunculus' original Netflix content?,No,10,"Is Netflix title 'homunculus' a Series, Movie, or Documentary?",Series
api-5295-No-,det strste i verden,1,Is title 'det strste i verden' original Netflix content?,No,19,"Is Netflix title 'det strste i verden' a Series, Movie, or Documentary?",
api-5296-No-Series,nha harn,1,Is title 'nha harn' original Netflix content?,No,8,"Is Netflix title 'nha harn' a Series, Movie, or Documentary?",Series
api-5297-No-Movie,no breathing,1,Is title 'no breathing' original Netflix content?,No,12,"Is Netflix title 'no breathing' a Series, Movie, or Documentary?",Movie
api-5298-No-Series,jakarta vs everybody,1,Is title 'jakarta vs everybody' original Netflix content?,No,20,"Is Netflix title 'jakarta vs everybody' a Series, Movie, or Documentary?",Series
api-5299-No-Series,housos vs authority,1,Is title 'housos vs authority' original Netflix content?,No,19,"Is Netflix title 'housos vs authority' a Series, Movie, or Documentary?",Series
api-5300-No-Movie,palabras encadenadas,1,Is title 'palabras encadenadas' original Netflix content?,No,20,"Is Netflix title 'palabras encadenadas' a Series, Movie, or Documentary?",Movie
api-5301-No-Movie,blood and ties,1,Is title 'blood and ties' original Netflix content?,No,14,"Is Netflix title 'blood and ties' a Series, Movie, or Documentary?",Movie
api-5302-No-Series,abs  core volume 1,1,Is title 'abs  core volume 1' original Netflix content?,No,18,"Is Netflix title 'abs  core volume 1' a Series, Movie, or Documentary?",Series
api-5303-Yes-Series,7 days out,1,Is title '7 days out' original Netflix content?,Yes,10,"Is Netflix title '7 days out' a Series, Movie, or Documentary?",Series
api-5304-No-Series,doctor g   g,1,Is title 'doctor g   g' original Netflix content?,No,12,"Is Netflix title 'doctor g   g' a Series, Movie, or Documentary?",Series
api-5305-No-Movie,downton abbey 2019,1,Is title 'downton abbey 2019' original Netflix content?,No,18,"Is Netflix title 'downton abbey 2019' a Series, Movie, or Documentary?",Movie
api-5306-No-Series,kein bund frs leben,1,Is title 'kein bund frs leben' original Netflix content?,No,19,"Is Netflix title 'kein bund frs leben' a Series, Movie, or Documentary?",Series
api-5307-No-Movie,hindenburg,1,Is title 'hindenburg' original Netflix content?,No,10,"Is Netflix title 'hindenburg' a Series, Movie, or Documentary?",Movie
api-5308-Yes-Series,vip 2019,1,Is title 'vip 2019' original Netflix content?,Yes,8,"Is Netflix title 'vip 2019' a Series, Movie, or Documentary?",Series
api-5309-No-Movie,anna karenina 2012,1,Is title 'anna karenina 2012' original Netflix content?,No,18,"Is Netflix title 'anna karenina 2012' a Series, Movie, or Documentary?",Movie
api-5310-Yes-Series,felix lobrecht hype,1,Is title 'felix lobrecht hype' original Netflix content?,Yes,19,"Is Netflix title 'felix lobrecht hype' a Series, Movie, or Documentary?",Series
api-5311-No-Movie,oohalu gusagusalaade,1,Is title 'oohalu gusagusalaade' original Netflix content?,No,20,"Is Netflix title 'oohalu gusagusalaade' a Series, Movie, or Documentary?",Movie
api-5312-No-Documentary,die germanen part 1,1,Is title 'die germanen part 1' original Netflix content?,No,19,"Is Netflix title 'die germanen part 1' a Series, Movie, or Documentary?",Documentary
api-5313-No-Series,time out,1,Is title 'time out' original Netflix content?,No,8,"Is Netflix title 'time out' a Series, Movie, or Documentary?",Series
api-5314-No-Movie,esperando la carroza,1,Is title 'esperando la carroza' original Netflix content?,No,20,"Is Netflix title 'esperando la carroza' a Series, Movie, or Documentary?",Movie
api-5315-No-Movie,something new 2006,1,Is title 'something new 2006' original Netflix content?,No,18,"Is Netflix title 'something new 2006' a Series, Movie, or Documentary?",Movie
api-5316-No-Movie,cold war,1,Is title 'cold war' original Netflix content?,No,8,"Is Netflix title 'cold war' a Series, Movie, or Documentary?",Movie
api-5317-No-Series,whistleblower 2016,1,Is title 'whistleblower 2016' original Netflix content?,No,18,"Is Netflix title 'whistleblower 2016' a Series, Movie, or Documentary?",Series
api-5318-No-Series,triumph of the heart,1,Is title 'triumph of the heart' original Netflix content?,No,20,"Is Netflix title 'triumph of the heart' a Series, Movie, or Documentary?",Series
api-5319-No-Series,love is blind 2016,1,Is title 'love is blind 2016' original Netflix content?,No,18,"Is Netflix title 'love is blind 2016' a Series, Movie, or Documentary?",Series
api-5320-No-Movie,an american haunting,1,Is title 'an american haunting' original Netflix content?,No,20,"Is Netflix title 'an american haunting' a Series, Movie, or Documentary?",Movie
api-5321-No-Movie,lagos real fake life,1,Is title 'lagos real fake life' original Netflix content?,No,20,"Is Netflix title 'lagos real fake life' a Series, Movie, or Documentary?",Movie
api-5322-No-Series,bodies bodies bodies,1,Is title 'bodies bodies bodies' original Netflix content?,No,20,"Is Netflix title 'bodies bodies bodies' a Series, Movie, or Documentary?",Series
api-5323-Yes-Series,no good nick part 1,1,Is title 'no good nick part 1' original Netflix content?,Yes,19,"Is Netflix title 'no good nick part 1' a Series, Movie, or Documentary?",Series
api-5324-No-Movie,peace breaker,1,Is title 'peace breaker' original Netflix content?,No,13,"Is Netflix title 'peace breaker' a Series, Movie, or Documentary?",Movie
api-5325-No-Series,the age of innocence,1,Is title 'the age of innocence' original Netflix content?,No,20,"Is Netflix title 'the age of innocence' a Series, Movie, or Documentary?",Series
api-5326-No-Movie,beast tamil 2022,1,Is title 'beast tamil 2022' original Netflix content?,No,16,"Is Netflix title 'beast tamil 2022' a Series, Movie, or Documentary?",Movie
api-5327-Yes-Series,mr iglesias part 1,1,Is title 'mr iglesias part 1' original Netflix content?,Yes,18,"Is Netflix title 'mr iglesias part 1' a Series, Movie, or Documentary?",Series
api-5328-Yes-Series,fightworld,1,Is title 'fightworld' original Netflix content?,Yes,10,"Is Netflix title 'fightworld' a Series, Movie, or Documentary?",Series
api-5329-No-Movie,true mothers,1,Is title 'true mothers' original Netflix content?,No,12,"Is Netflix title 'true mothers' a Series, Movie, or Documentary?",Movie
api-5330-No-Movie,playmobil the movie,1,Is title 'playmobil the movie' original Netflix content?,No,19,"Is Netflix title 'playmobil the movie' a Series, Movie, or Documentary?",Movie
api-5331-No-Movie,a special lady,1,Is title 'a special lady' original Netflix content?,No,14,"Is Netflix title 'a special lady' a Series, Movie, or Documentary?",Movie
api-5332-Yes-Series,grand army,1,Is title 'grand army' original Netflix content?,Yes,10,"Is Netflix title 'grand army' a Series, Movie, or Documentary?",Series
api-5333-No-Movie,parineeta,1,Is title 'parineeta' original Netflix content?,No,9,"Is Netflix title 'parineeta' a Series, Movie, or Documentary?",Movie
api-5334-Yes-Series,the get down part 1,1,Is title 'the get down part 1' original Netflix content?,Yes,19,"Is Netflix title 'the get down part 1' a Series, Movie, or Documentary?",Series
api-5335-No-Series,ricky zoom,1,Is title 'ricky zoom' original Netflix content?,No,10,"Is Netflix title 'ricky zoom' a Series, Movie, or Documentary?",Series
api-5336-No-Movie,judwaa 2   2,1,Is title 'judwaa 2   2' original Netflix content?,No,12,"Is Netflix title 'judwaa 2   2' a Series, Movie, or Documentary?",Movie
api-5337-No-Movie,first kill,1,Is title 'first kill' original Netflix content?,No,10,"Is Netflix title 'first kill' a Series, Movie, or Documentary?",Movie
api-5338-No-Series,cosy dens  pelky,1,Is title 'cosy dens  pelky' original Netflix content?,No,16,"Is Netflix title 'cosy dens  pelky' a Series, Movie, or Documentary?",Series
api-5339-No-Movie,dance with me 1998,1,Is title 'dance with me 1998' original Netflix content?,No,18,"Is Netflix title 'dance with me 1998' a Series, Movie, or Documentary?",Movie
api-5340-No-Movie,the loud house movie,1,Is title 'the loud house movie' original Netflix content?,No,20,"Is Netflix title 'the loud house movie' a Series, Movie, or Documentary?",Movie
api-5341-No-Movie,apocalypse now redux,1,Is title 'apocalypse now redux' original Netflix content?,No,20,"Is Netflix title 'apocalypse now redux' a Series, Movie, or Documentary?",Movie
api-5342-Yes-Movie,body  19,1,Is title 'body  19' original Netflix content?,Yes,8,"Is Netflix title 'body  19' a Series, Movie, or Documentary?",Movie
api-5343-No-Movie,power rangers 2017,1,Is title 'power rangers 2017' original Netflix content?,No,18,"Is Netflix title 'power rangers 2017' a Series, Movie, or Documentary?",Movie
api-5344-No-Movie,love for sale 2018,1,Is title 'love for sale 2018' original Netflix content?,No,18,"Is Netflix title 'love for sale 2018' a Series, Movie, or Documentary?",Movie
api-5345-Yes-Series,aloners,1,Is title 'aloners' original Netflix content?,Yes,7,"Is Netflix title 'aloners' a Series, Movie, or Documentary?",Series
api-5346-No-Series,amrapali,1,Is title 'amrapali' original Netflix content?,No,8,"Is Netflix title 'amrapali' a Series, Movie, or Documentary?",Series
api-5347-No-Movie,an angel at my table,1,Is title 'an angel at my table' original Netflix content?,No,20,"Is Netflix title 'an angel at my table' a Series, Movie, or Documentary?",Movie
api-5348-No-Series,mr harrigans phone,1,Is title 'mr harrigans phone' original Netflix content?,No,18,"Is Netflix title 'mr harrigans phone' a Series, Movie, or Documentary?",Series
api-5349-No-Movie,andhadhun,1,Is title 'andhadhun' original Netflix content?,No,9,"Is Netflix title 'andhadhun' a Series, Movie, or Documentary?",Movie
api-5350-No-Movie,lost in space 1998,1,Is title 'lost in space 1998' original Netflix content?,No,18,"Is Netflix title 'lost in space 1998' a Series, Movie, or Documentary?",Movie
api-5351-Yes-Documentary,why did you kill me,1,Is title 'why did you kill me' original Netflix content?,Yes,19,"Is Netflix title 'why did you kill me' a Series, Movie, or Documentary?",Documentary
api-5352-No-Movie,battle ground 2013,1,Is title 'battle ground 2013' original Netflix content?,No,18,"Is Netflix title 'battle ground 2013' a Series, Movie, or Documentary?",Movie
api-5353-No-Movie,the zookeepers wife,1,Is title 'the zookeepers wife' original Netflix content?,No,19,"Is Netflix title 'the zookeepers wife' a Series, Movie, or Documentary?",Movie
api-5354-No-Movie,beverly hills cop ii,1,Is title 'beverly hills cop ii' original Netflix content?,No,20,"Is Netflix title 'beverly hills cop ii' a Series, Movie, or Documentary?",Movie
api-5355-No-Documentary,big bang in tunguska,1,Is title 'big bang in tunguska' original Netflix content?,No,20,"Is Netflix title 'big bang in tunguska' a Series, Movie, or Documentary?",Documentary
api-5356-No-Movie,big time adolescence,1,Is title 'big time adolescence' original Netflix content?,No,20,"Is Netflix title 'big time adolescence' a Series, Movie, or Documentary?",Movie
api-5357-No-Movie,escape from alcatraz,1,Is title 'escape from alcatraz' original Netflix content?,No,20,"Is Netflix title 'escape from alcatraz' a Series, Movie, or Documentary?",Movie
api-5358-Yes-Documentary,birders  pajareros,1,Is title 'birders  pajareros' original Netflix content?,Yes,18,"Is Netflix title 'birders  pajareros' a Series, Movie, or Documentary?",Documentary
api-5359-No-Movie,bal ganesh,1,Is title 'bal ganesh' original Netflix content?,No,10,"Is Netflix title 'bal ganesh' a Series, Movie, or Documentary?",Movie
api-5360-No-,john mulaney baby j,1,Is title 'john mulaney baby j' original Netflix content?,No,19,"Is Netflix title 'john mulaney baby j' a Series, Movie, or Documentary?",
api-5361-No-Series,conscience  vicdan,1,Is title 'conscience  vicdan' original Netflix content?,No,18,"Is Netflix title 'conscience  vicdan' a Series, Movie, or Documentary?",Series
api-5362-No-Movie,brothers of the wind,1,Is title 'brothers of the wind' original Netflix content?,No,20,"Is Netflix title 'brothers of the wind' a Series, Movie, or Documentary?",Movie
api-5363-No-Movie,um suburbano sortudo,1,Is title 'um suburbano sortudo' original Netflix content?,No,20,"Is Netflix title 'um suburbano sortudo' a Series, Movie, or Documentary?",Movie
api-5364-No-Movie,cold comes the night,1,Is title 'cold comes the night' original Netflix content?,No,20,"Is Netflix title 'cold comes the night' a Series, Movie, or Documentary?",Movie
api-5365-No-,ali baba,1,Is title 'ali baba' original Netflix content?,No,8,"Is Netflix title 'ali baba' a Series, Movie, or Documentary?",
api-5366-No-Series,edens zero,1,Is title 'edens zero' original Netflix content?,No,10,"Is Netflix title 'edens zero' a Series, Movie, or Documentary?",Series
api-5367-No-Series,true friendship day,1,Is title 'true friendship day' original Netflix content?,No,19,"Is Netflix title 'true friendship day' a Series, Movie, or Documentary?",Series
api-5368-No-Movie,miracles from heaven,1,Is title 'miracles from heaven' original Netflix content?,No,20,"Is Netflix title 'miracles from heaven' a Series, Movie, or Documentary?",Movie
api-5369-No-Series,fresh meat series 1,1,Is title 'fresh meat series 1' original Netflix content?,No,19,"Is Netflix title 'fresh meat series 1' a Series, Movie, or Documentary?",Series
api-5370-No-,encounters,1,Is title 'encounters' original Netflix content?,No,10,"Is Netflix title 'encounters' a Series, Movie, or Documentary?",
api-5371-Yes-Series,major hindi 2022,1,Is title 'major hindi 2022' original Netflix content?,Yes,16,"Is Netflix title 'major hindi 2022' a Series, Movie, or Documentary?",Series
api-5372-No-Movie,isa pa with feelings,1,Is title 'isa pa with feelings' original Netflix content?,No,20,"Is Netflix title 'isa pa with feelings' a Series, Movie, or Documentary?",Movie
api-5373-No-Movie,pat  mat in a movie,1,Is title 'pat  mat in a movie' original Netflix content?,No,19,"Is Netflix title 'pat  mat in a movie' a Series, Movie, or Documentary?",Movie
api-5374-No-Series,60 days in,1,Is title '60 days in' original Netflix content?,No,10,"Is Netflix title '60 days in' a Series, Movie, or Documentary?",Series
api-5375-No-Movie,escape from pretoria,1,Is title 'escape from pretoria' original Netflix content?,No,20,"Is Netflix title 'escape from pretoria' a Series, Movie, or Documentary?",Movie
api-5376-No-Movie,ill follow you down,1,Is title 'ill follow you down' original Netflix content?,No,19,"Is Netflix title 'ill follow you down' a Series, Movie, or Documentary?",Movie
api-5377-No-Movie,amateur night 2016,1,Is title 'amateur night 2016' original Netflix content?,No,18,"Is Netflix title 'amateur night 2016' a Series, Movie, or Documentary?",Movie
api-5378-No-Movie,andiamo a quel paese,1,Is title 'andiamo a quel paese' original Netflix content?,No,20,"Is Netflix title 'andiamo a quel paese' a Series, Movie, or Documentary?",Movie
api-5379-No-Series,true rainbow rescue,1,Is title 'true rainbow rescue' original Netflix content?,No,19,"Is Netflix title 'true rainbow rescue' a Series, Movie, or Documentary?",Series
api-5380-No-Series,the name of the rose,1,Is title 'the name of the rose' original Netflix content?,No,20,"Is Netflix title 'the name of the rose' a Series, Movie, or Documentary?",Series
api-5381-No-Movie,made in italy 2020,1,Is title 'made in italy 2020' original Netflix content?,No,18,"Is Netflix title 'made in italy 2020' a Series, Movie, or Documentary?",Movie
api-5382-Yes-Movie,listen  poslouchej,1,Is title 'listen  poslouchej' original Netflix content?,Yes,18,"Is Netflix title 'listen  poslouchej' a Series, Movie, or Documentary?",Movie
api-5383-No-Movie,lilet never happened,1,Is title 'lilet never happened' original Netflix content?,No,20,"Is Netflix title 'lilet never happened' a Series, Movie, or Documentary?",Movie
api-5384-No-Series,case unknown  enen,1,Is title 'case unknown  enen' original Netflix content?,No,18,"Is Netflix title 'case unknown  enen' a Series, Movie, or Documentary?",Series
api-5385-No-Movie,caught in time,1,Is title 'caught in time' original Netflix content?,No,14,"Is Netflix title 'caught in time' a Series, Movie, or Documentary?",Movie
api-5386-No-Movie,certain women 2016,1,Is title 'certain women 2016' original Netflix content?,No,18,"Is Netflix title 'certain women 2016' a Series, Movie, or Documentary?",Movie
api-5387-No-Movie,the equalizer 2014,1,Is title 'the equalizer 2014' original Netflix content?,No,18,"Is Netflix title 'the equalizer 2014' a Series, Movie, or Documentary?",Movie
api-5388-No-Movie,shoplifters,1,Is title 'shoplifters' original Netflix content?,No,11,"Is Netflix title 'shoplifters' a Series, Movie, or Documentary?",Movie
api-5389-Yes-,ali wong baby cobra,1,Is title 'ali wong baby cobra' original Netflix content?,Yes,19,"Is Netflix title 'ali wong baby cobra' a Series, Movie, or Documentary?",
api-5390-No-Movie,last flight to abuja,1,Is title 'last flight to abuja' original Netflix content?,No,20,"Is Netflix title 'last flight to abuja' a Series, Movie, or Documentary?",Movie
api-5391-No-Series,the shameless,1,Is title 'the shameless' original Netflix content?,No,13,"Is Netflix title 'the shameless' a Series, Movie, or Documentary?",Series
api-5392-No-Series,pre fils thrapie,1,Is title 'pre fils thrapie' original Netflix content?,No,16,"Is Netflix title 'pre fils thrapie' a Series, Movie, or Documentary?",Series
api-5393-No-Documentary,dark money,1,Is title 'dark money' original Netflix content?,No,10,"Is Netflix title 'dark money' a Series, Movie, or Documentary?",Documentary
api-5394-No-,off track  ur spr,1,Is title 'off track  ur spr' original Netflix content?,No,17,"Is Netflix title 'off track  ur spr' a Series, Movie, or Documentary?",
api-5395-No-Movie,divorzio a las vegas,1,Is title 'divorzio a las vegas' original Netflix content?,No,20,"Is Netflix title 'divorzio a las vegas' a Series, Movie, or Documentary?",Movie
api-5396-No-Movie,el tamao s importa,1,Is title 'el tamao s importa' original Netflix content?,No,18,"Is Netflix title 'el tamao s importa' a Series, Movie, or Documentary?",Movie
api-5397-No-Movie,everything but a man,1,Is title 'everything but a man' original Netflix content?,No,20,"Is Netflix title 'everything but a man' a Series, Movie, or Documentary?",Movie
api-5398-No-Movie,staying alive 2015,1,Is title 'staying alive 2015' original Netflix content?,No,18,"Is Netflix title 'staying alive 2015' a Series, Movie, or Documentary?",Movie
api-5399-No-Movie,dirty dancing 1987,1,Is title 'dirty dancing 1987' original Netflix content?,No,18,"Is Netflix title 'dirty dancing 1987' a Series, Movie, or Documentary?",Movie
api-5400-No-Movie,a bad moms christmas,1,Is title 'a bad moms christmas' original Netflix content?,No,20,"Is Netflix title 'a bad moms christmas' a Series, Movie, or Documentary?",Movie
api-5401-Yes-Series,100 humans,1,Is title '100 humans' original Netflix content?,Yes,10,"Is Netflix title '100 humans' a Series, Movie, or Documentary?",Series
api-5402-No-Movie,pamela a love story,1,Is title 'pamela a love story' original Netflix content?,No,19,"Is Netflix title 'pamela a love story' a Series, Movie, or Documentary?",Movie
api-5403-No-Series,full swing,1,Is title 'full swing' original Netflix content?,No,10,"Is Netflix title 'full swing' a Series, Movie, or Documentary?",Series
api-5404-No-Movie,the butterfly effect,1,Is title 'the butterfly effect' original Netflix content?,No,20,"Is Netflix title 'the butterfly effect' a Series, Movie, or Documentary?",Movie
api-5405-No-Series,stromberg staffel 4,1,Is title 'stromberg staffel 4' original Netflix content?,No,19,"Is Netflix title 'stromberg staffel 4' a Series, Movie, or Documentary?",Series
api-5406-No-Series,mother  mother,1,Is title 'mother  mother' original Netflix content?,No,14,"Is Netflix title 'mother  mother' a Series, Movie, or Documentary?",Series
api-5407-No-Series,inside man,1,Is title 'inside man' original Netflix content?,No,10,"Is Netflix title 'inside man' a Series, Movie, or Documentary?",Series
api-5408-No-Movie,sweet country 2017,1,Is title 'sweet country 2017' original Netflix content?,No,18,"Is Netflix title 'sweet country 2017' a Series, Movie, or Documentary?",Movie
api-5409-No-Movie,sonic the hedgehog 2,1,Is title 'sonic the hedgehog 2' original Netflix content?,No,20,"Is Netflix title 'sonic the hedgehog 2' a Series, Movie, or Documentary?",Movie
api-5410-No-Movie,call me by your name,1,Is title 'call me by your name' original Netflix content?,No,20,"Is Netflix title 'call me by your name' a Series, Movie, or Documentary?",Movie
api-5411-Yes-Movie,the boys in the band,1,Is title 'the boys in the band' original Netflix content?,Yes,20,"Is Netflix title 'the boys in the band' a Series, Movie, or Documentary?",Movie
api-5412-No-Movie,the conductor 2019,1,Is title 'the conductor 2019' original Netflix content?,No,18,"Is Netflix title 'the conductor 2019' a Series, Movie, or Documentary?",Movie
api-5413-Yes-Series,the get down part 2,1,Is title 'the get down part 2' original Netflix content?,Yes,19,"Is Netflix title 'the get down part 2' a Series, Movie, or Documentary?",Series
api-5414-Yes-Movie,the holiday calendar,1,Is title 'the holiday calendar' original Netflix content?,Yes,20,"Is Netflix title 'the holiday calendar' a Series, Movie, or Documentary?",Movie
api-5415-No-Movie,the myth,1,Is title 'the myth' original Netflix content?,No,8,"Is Netflix title 'the myth' a Series, Movie, or Documentary?",Movie
api-5416-Yes-Series,flint town,1,Is title 'flint town' original Netflix content?,Yes,10,"Is Netflix title 'flint town' a Series, Movie, or Documentary?",Series
api-5417-No-Series,get smart with money,1,Is title 'get smart with money' original Netflix content?,No,20,"Is Netflix title 'get smart with money' a Series, Movie, or Documentary?",Series
api-5418-Yes-Series,mr iglesias part 2,1,Is title 'mr iglesias part 2' original Netflix content?,Yes,18,"Is Netflix title 'mr iglesias part 2' a Series, Movie, or Documentary?",Series
api-5419-No-Movie,before i go to sleep,1,Is title 'before i go to sleep' original Netflix content?,No,20,"Is Netflix title 'before i go to sleep' a Series, Movie, or Documentary?",Movie
api-5420-No-Movie,seven sundays 2017,1,Is title 'seven sundays 2017' original Netflix content?,No,18,"Is Netflix title 'seven sundays 2017' a Series, Movie, or Documentary?",Movie
api-5421-No-Movie,sleepy hollow 1999,1,Is title 'sleepy hollow 1999' original Netflix content?,No,18,"Is Netflix title 'sleepy hollow 1999' a Series, Movie, or Documentary?",Movie
api-5422-No-Movie,the raid redemption,1,Is title 'the raid redemption' original Netflix content?,No,19,"Is Netflix title 'the raid redemption' a Series, Movie, or Documentary?",Movie
api-5423-No-Series,stromberg staffel 5,1,Is title 'stromberg staffel 5' original Netflix content?,No,19,"Is Netflix title 'stromberg staffel 5' a Series, Movie, or Documentary?",Series
api-5424-No-Movie,puss in boots 2011,1,Is title 'puss in boots 2011' original Netflix content?,No,18,"Is Netflix title 'puss in boots 2011' a Series, Movie, or Documentary?",Movie
api-5425-No-Series,skins 2007 vol 2,1,Is title 'skins 2007 vol 2' original Netflix content?,No,16,"Is Netflix title 'skins 2007 vol 2' a Series, Movie, or Documentary?",Series
api-5426-No-Movie,the eye of the storm,1,Is title 'the eye of the storm' original Netflix content?,No,20,"Is Netflix title 'the eye of the storm' a Series, Movie, or Documentary?",Movie
api-5427-No-Series,the long road to war,1,Is title 'the long road to war' original Netflix content?,No,20,"Is Netflix title 'the long road to war' a Series, Movie, or Documentary?",Series
api-5428-Yes-Movie,como cado del cielo,1,Is title 'como cado del cielo' original Netflix content?,Yes,19,"Is Netflix title 'como cado del cielo' a Series, Movie, or Documentary?",Movie
api-5429-No-Series,the roundup  2,1,Is title 'the roundup  2' original Netflix content?,No,14,"Is Netflix title 'the roundup  2' a Series, Movie, or Documentary?",Series
api-5430-No-Series,three sisters,1,Is title 'three sisters' original Netflix content?,No,13,"Is Netflix title 'three sisters' a Series, Movie, or Documentary?",Series
api-5431-No-,una notte da dottore,1,Is title 'una notte da dottore' original Netflix content?,No,20,"Is Netflix title 'una notte da dottore' a Series, Movie, or Documentary?",
api-5432-No-Movie,the battery,1,Is title 'the battery' original Netflix content?,No,11,"Is Netflix title 'the battery' a Series, Movie, or Documentary?",Movie
api-5433-No-Movie,you should have left,1,Is title 'you should have left' original Netflix content?,No,20,"Is Netflix title 'you should have left' a Series, Movie, or Documentary?",Movie
api-5434-No-Movie,the gruffalos child,1,Is title 'the gruffalos child' original Netflix content?,No,19,"Is Netflix title 'the gruffalos child' a Series, Movie, or Documentary?",Movie
api-5435-No-Series,almost fly,1,Is title 'almost fly' original Netflix content?,No,10,"Is Netflix title 'almost fly' a Series, Movie, or Documentary?",Series
api-5436-No-Movie,the swarm  la nue,1,Is title 'the swarm  la nue' original Netflix content?,No,17,"Is Netflix title 'the swarm  la nue' a Series, Movie, or Documentary?",Movie
api-5437-No-Movie,the vanishing 2018,1,Is title 'the vanishing 2018' original Netflix content?,No,18,"Is Netflix title 'the vanishing 2018' a Series, Movie, or Documentary?",Movie
api-5438-No-Series,sket dance,1,Is title 'sket dance' original Netflix content?,No,10,"Is Netflix title 'sket dance' a Series, Movie, or Documentary?",Series
api-5439-No-Movie,think like a man too,1,Is title 'think like a man too' original Netflix content?,No,20,"Is Netflix title 'think like a man too' a Series, Movie, or Documentary?",Movie
api-5440-No-,sammy  co,1,Is title 'sammy  co' original Netflix content?,No,9,"Is Netflix title 'sammy  co' a Series, Movie, or Documentary?",
api-5441-No-Series,shameless series 10,1,Is title 'shameless series 10' original Netflix content?,No,19,"Is Netflix title 'shameless series 10' a Series, Movie, or Documentary?",Series
api-5442-No-Movie,bamse och tjuvstaden,1,Is title 'bamse och tjuvstaden' original Netflix content?,No,20,"Is Netflix title 'bamse och tjuvstaden' a Series, Movie, or Documentary?",Movie
api-5443-No-Movie,suspect x  x,1,Is title 'suspect x  x' original Netflix content?,No,12,"Is Netflix title 'suspect x  x' a Series, Movie, or Documentary?",Movie
api-5444-No-Movie,thunderstruck 2012,1,Is title 'thunderstruck 2012' original Netflix content?,No,18,"Is Netflix title 'thunderstruck 2012' a Series, Movie, or Documentary?",Movie
api-5445-No-Series,skins 2007 vol 1,1,Is title 'skins 2007 vol 1' original Netflix content?,No,16,"Is Netflix title 'skins 2007 vol 1' a Series, Movie, or Documentary?",Series
api-5446-No-Movie,poltergeist activity,1,Is title 'poltergeist activity' original Netflix content?,No,20,"Is Netflix title 'poltergeist activity' a Series, Movie, or Documentary?",Movie
api-5447-No-Series,stromberg staffel 2,1,Is title 'stromberg staffel 2' original Netflix content?,No,19,"Is Netflix title 'stromberg staffel 2' a Series, Movie, or Documentary?",Series
api-5448-No-Movie,stromberg  der film,1,Is title 'stromberg  der film' original Netflix content?,No,19,"Is Netflix title 'stromberg  der film' a Series, Movie, or Documentary?",Movie
api-5449-No-Series,pr do sol,1,Is title 'pr do sol' original Netflix content?,No,9,"Is Netflix title 'pr do sol' a Series, Movie, or Documentary?",Series
api-5450-No-Movie,kung fu hustle,1,Is title 'kung fu hustle' original Netflix content?,No,14,"Is Netflix title 'kung fu hustle' a Series, Movie, or Documentary?",Movie
api-5451-No-Movie,fistful of vengeance,1,Is title 'fistful of vengeance' original Netflix content?,No,20,"Is Netflix title 'fistful of vengeance' a Series, Movie, or Documentary?",Movie
api-5452-No-Series,labyu with an accent,1,Is title 'labyu with an accent' original Netflix content?,No,20,"Is Netflix title 'labyu with an accent' a Series, Movie, or Documentary?",Series
api-5453-No-Movie,august osage county,1,Is title 'august osage county' original Netflix content?,No,19,"Is Netflix title 'august osage county' a Series, Movie, or Documentary?",Movie
api-5454-No-Movie,lust caution,1,Is title 'lust caution' original Netflix content?,No,12,"Is Netflix title 'lust caution' a Series, Movie, or Documentary?",Movie
api-5455-No-Series,our diary,1,Is title 'our diary' original Netflix content?,No,9,"Is Netflix title 'our diary' a Series, Movie, or Documentary?",Series
